240,319,295,2
93933,-5,-17,-9
94035,-58,-30,1
94137,-64,-36,-6
94239,-49,-33,-11
94341,-46,-31,1
94443,-72,22,-9
94544,-40,-25,4
94646,-44,-28,-6
94748,-47,-40,-20
94850,-37,-35,-18
94952,-62,-15,-10
95054,3,-35,-5
95155,-29,-41,-294
95257,-25,-43,-295
95360,-19,-32,-284
95462,-8,-27,-248
95563,-61,-42,61
95665,-17,-30,17
95767,-19,-26,-7
95869,-19,-37,-4
95971,-30,-49,-18
96073,-40,-40,25
96175,-31,-52,-21
96277,-17,-42,4
96378,-16,-46,0
96480,-23,-47,-13
96582,-56,-49,-288
96684,-76,21,-295
96786,-11,-26,2
96888,-16,-40,-8
96990,-8,-35,1
97091,-13,-35,2
97192,-26,-34,-1
97294,6,-17,7
97396,-31,-30,-5
97498,-9,-38,-2
97599,-10,-39,-4
97701,-14,-31,0
97803,-7,-36,-4
97905,-7,-93,30
98007,-50,20,-12
98108,-18,-29,0
98209,-11,-35,-3
98311,-21,-34,-7
98413,-55,-24,-16
98515,-25,-33,3
98617,-52,-19,-4
98719,-54,-23,-21
98821,-54,-28,-21
98923,-70,-26,-29
99025,-98,6,-58
99126,-78,-24,-21
99228,-50,-32,-20
99330,-19,-31,-14
99432,-23,-35,-7
99534,-42,-37,9
99636,1,-19,-31
99738,-31,-36,0
99840,-26,-38,-11
99941,-27,-39,-22
100043,-19,-35,-12
100144,-16,-42,-17
100246,-44,-57,-12
100347,-56,-26,-10
100448,-6,-15,-2
100550,-25,-35,-16
100652,-16,-28,-5
100753,-14,-21,-14
100855,-6,-47,-17
100957,-17,-26,-2
101059,-7,-33,-14
101161,-13,-30,-7
101262,-17,-35,0
101364,-7,-31,-4
101466,-7,-26,0
101568,-31,-19,9
101670,-20,-38,-14
101772,-11,-32,-5
101874,-17,-31,-9
101976,-18,-25,-4
102078,0,-26,2
102180,-18,-25,-3
102282,-14,-35,-9
102384,-17,-24,-6
102486,-13,-29,-1
102588,8,-66,-3
102690,-13,-27,-2
102792,-30,-32,-5
102894,-20,-33,-10
102996,-16,-35,-7
103099,8,-42,-29
103201,-1,-33,-9
103303,-16,-26,-10
103405,-23,-26,-8
103507,-32,-38,-17
103609,-32,-18,-3
103711,30,-22,-4
103813,-12,-26,-9
103915,-16,-24,-1
104017,-4,-22,-23
104119,-24,-55,-14
104221,-40,-26,8
104323,-26,-28,-6
104425,-27,-33,-9
104527,-32,-28,-19
104629,-2,-51,69
104731,-62,-44,-4
104833,-29,-33,-11
104935,-17,-31,-3
105037,-18,-39,-8
105139,-4,-34,-22
105241,-25,-28,2
105344,-25,-35,1
105446,-10,-44,-12
105548,-41,-57,-20
105650,-14,-20,-7
105752,-61,-10,-31
105854,5,-37,-2
105957,-4,-39,-7
106059,-15,-34,-8
106161,-26,-40,-2
106263,-13,-24,-12
106365,-6,-32,-14
106467,0,-31,-1
106569,8,-21,12
106671,-49,-38,-18
