169,277,282,2
67118,41,-101,13
67220,49,-103,16
67322,53,-96,10
67423,66,-92,19
67525,61,-91,29
67627,41,-74,-282
67729,-4,-106,71
67831,73,-65,19
67933,87,-46,19
68035,51,-47,44
68137,82,-29,34
68240,95,-64,13
68341,78,-66,15
68443,73,-75,18
68545,58,-61,21
68647,120,-81,25
68749,86,-65,48
68851,69,-63,29
68953,80,-69,20
69055,96,-47,24
69157,92,-64,21
69259,93,-67,37
69360,82,-67,17
69462,88,-62,15
69564,83,-82,20
69666,80,-80,52
69768,99,-46,-20
69870,144,-67,23
69972,71,-66,26
70075,64,-65,24
70176,107,-72,8
70278,113,-51,47
70380,47,-70,18
70482,55,-67,28
70584,75,-71,27
70686,-44,-113,26
70788,-10,-95,57
70890,90,-72,37
70992,76,-60,30
71094,74,-70,27
71196,62,-69,31
71298,92,-73,43
71400,106,-71,-2
71501,79,-62,27
71602,78,-67,20
71704,74,-72,17
71806,110,-78,-1
71909,65,-54,8
72011,76,-54,25
72113,70,-59,22
72214,80,-58,19
72316,85,-54,30
72418,62,-62,17
72520,110,-49,50
72622,77,-60,25
72724,73,-67,19
72826,43,-59,47
72927,83,-75,9
73029,86,-41,53
73131,23,-16,46
73233,84,-24,22
73335,81,-25,24
73437,104,-41,33
73539,114,-31,25
73641,81,-53,23
73742,62,-66,20
73843,56,-85,12
73945,44,-93,-282
74047,45,-115,24
74149,-2,-82,10
74251,34,-106,-5
74353,54,-92,15
74454,48,-102,12
74556,46,-98,12
74658,66,-78,25
74760,55,-86,18
74862,42,-99,19
74964,56,-99,10
75067,56,-107,37
75169,3,-136,31
75271,73,-85,21
75372,62,-99,14
75474,52,-93,20
75576,62,-93,18
75678,57,-120,18
75780,82,-93,30
75882,70,-86,22
75984,56,-97,21
76086,68,-99,21
76188,10,-87,88
76289,-88,-114,66
76391,54,-113,32
76492,74,-97,15
76594,66,-99,17
76696,64,-85,15
76798,38,-106,-15
76901,55,-83,14
77003,70,-83,19
77105,60,-70,18
77207,72,-54,32
77309,98,-47,37
77411,91,-116,30
77513,73,-82,25
77614,68,-82,21
77716,69,-77,29
77818,75,-77,33
77920,32,-57,26
78022,77,-63,21
78124,68,-54,21
78226,78,-55,18
78328,72,-67,44
78429,74,1,8
78531,98,-26,5
78633,84,42,11
78736,87,30,13
78838,97,29,7
78939,65,12,5
79041,23,4,11
