239,320,320,2
19062,-13,-15,-34
19164,-24,-25,-34
19266,-39,-16,-37
19368,-24,-27,-37
19470,0,-19,-25
19572,15,-27,-22
19673,2,-37,-36
19775,-10,-26,-25
19877,-14,-13,-5
19979,-11,-19,-12
20081,-5,-7,-13
20183,-53,-1,-19
20284,-100,-30,-38
20386,-9,-18,-30
20488,-13,-20,-30
20590,-35,-17,-27
20692,-45,-20,4
20795,-20,-15,-20
20897,-18,-23,-18
20999,-27,-9,-17
21100,-2,-8,-15
21202,0,-9,-11
21304,-59,-21,-18
21406,-19,-20,-28
21508,-14,-18,-31
21610,55,-26,-7
21712,-37,10,-18
21813,-60,-18,-33
21915,-9,-19,-24
22017,-17,-23,-13
22119,-2,-16,-14
22221,-3,-7,-16
22323,-32,-8,-6
22424,-38,2,-21
22526,-41,-14,-29
22629,-38,-17,-27
22731,-191,-87,-2
22833,-70,-25,-48
22935,-44,-15,-9
23037,-38,-11,-10
23139,-35,-9,-7
23241,-52,-13,-8
23343,-33,7,-3
23445,-18,-21,-23
23547,-13,-19,-24
23649,-16,-35,-27
23750,-2,-22,-4
23852,17,-34,-6
23954,51,-3,-22
24056,-28,-19,-21
24158,-7,-9,-23
24259,5,-19,-19
24361,-16,-4,-14
24464,-1,-35,-20
24566,-9,-37,-35
24667,-11,-23,-31
24769,8,-21,-35
24871,23,5,-20
24973,21,-22,-14
25075,10,-27,-39
25177,-5,-27,-22
25278,-6,-18,-18
25379,4,-17,-20
25481,19,-23,-31
25583,-1,-15,-23
25686,-16,-23,-41
25788,-15,-26,-37
25890,21,-33,-40
25992,0,-26,-29
26093,-20,-21,-46
26195,-2,-28,-28
26297,5,-24,-22
26399,-2,-27,-28
26501,5,-17,-36
26603,6,-11,-26
26704,-14,-39,-23
26806,3,-27,-40
26908,-11,-22,-31
27010,7,-29,-32
27112,-45,-19,-26
27214,-22,-17,-32
27316,8,-30,-29
27417,2,-16,-21
27520,5,-21,-19
27622,-10,-40,-12
27724,27,-32,-33
27826,-23,-28,-32
27928,-7,-24,-26
28029,-3,-30,-35
28130,-3,-27,-38
28232,-82,-19,-28
28334,-72,-87,-28
28436,14,-16,-31
28538,-6,-21,-21
28640,-6,-18,-21
28741,-4,-28,-8
28843,-32,0,-16
28945,-21,-21,-23
29047,-16,-23,-32
29149,-13,-23,-32
29251,-63,15,-4
29352,-48,-26,-23
29454,38,5,-23
29556,-22,-29,-28
29658,-7,-19,-22
29760,-5,-22,-22
29862,17,-7,-20
29963,16,-9,-24
30065,-25,-26,-39
30167,-3,-28,-23
30269,0,-19,-30
30371,26,-8,-23
30472,3,-24,-40
30574,-28,-1,-28
30676,-2,-24,-27
30779,-4,-21,-23
30881,7,-17,-20
30983,7,-40,-15
31084,43,-27,-15
31186,-5,-27,-30
31288,3,-23,-30
31390,-3,-22,-29
31492,15,-39,-35
31593,90,-38,-17
31694,7,1,-24
31796,4,-31,-25
31898,2,-18,-19
32000,-2,-20,-19
32101,-6,-20,-13
32203,-61,-17,-15
32305,0,-9,-18
32407,-9,-20,-30
32509,-16,-17,-25
32611,-30,-25,-32
32712,4,-26,-26
32814,0,-2,-15
32916,24,-13,-20
33018,-16,-18,-19
33120,-20,-21,-18
33222,8,-13,-11
33323,-18,-28,-2
33425,1,-22,-43
33527,-10,-19,-34
33629,-8,-22,-29
33731,-16,-19,-39
33833,-35,-20,-20
33936,41,-37,-10
34037,-6,-15,-24
34139,1,-14,-15
34241,-6,-16,-14
34343,-32,-21,-18
34445,16,-6,-12
34547,-24,-22,-30
34649,-8,-27,-31
34750,-3,-24,-32
34852,19,0,-29
34954,175,60,-76
35056,-13,-36,-42
35158,-7,-20,-23
35260,-6,-19,-21
35361,9,-22,-16
35463,-2,-12,-6
35565,-2,-18,-21
35667,-1,-24,-29
35769,4,-21,-33
35871,1,-18,-34
35973,-13,-25,-28
36074,42,-24,-1
36176,9,-9,-25
36278,-6,-18,-24
36380,-4,-12,-19
36482,-1,-11,-12
36583,-20,-23,-15
36685,-8,-33,-4
36787,9,-20,-31
36889,-7,-25,-33
36992,-21,-22,-38
37094,-23,-52,-23
37195,-64,-10,-19
37296,42,-23,-13
37398,3,-25,-24
37500,2,-22,-20
37602,2,-20,-13
37703,-17,-3,-11
37804,29,-18,-27
37906,3,-12,-14
38008,2,-17,-31
38110,-5,-26,-35
38211,-4,-24,-29
38313,-39,-29,-35
38416,-7,-32,-31
38518,-3,-22,-23
38620,4,-20,-21
38721,8,-16,-23
38823,-39,-28,-15
38925,-6,4,-24
39027,-18,-23,-36
39129,-11,-20,-27
39231,0,-17,-31
39332,-6,-22,-31
39434,-104,-29,-35
39536,6,-49,-15
39638,7,-22,-24
39740,-15,-18,-19
39842,2,-14,-13
39943,7,-19,-9
40045,-14,-29,-27
40147,-32,-22,-32
40249,-11,-18,-24
40351,-14,-13,-22
40453,-12,-12,-28
40555,-6,-26,-29
40657,-122,13,-45
40759,-28,-21,-24
40861,-23,-13,-21
40962,-36,-15,-20
41064,-3,-18,-1
41166,-106,-10,-26
