237,289,299,1
70628,-5,-10,-18
70730,-6,-10,-20
70832,-9,-13,-21
70934,-15,-10,-17
71036,-3,-12,-18
71138,-4,-8,-16
71240,-3,-10,-17
71341,-5,-9,-15
71443,-10,-2,-19
71545,-11,-12,-18
71647,-1,-7,-20
71749,-2,-7,-20
71851,-2,-7,-19
71953,2,-8,-20
72055,4,-5,-18
72157,-2,-6,-18
72259,-2,-7,-18
72360,-2,-7,-19
72462,-9,-5,-20
72564,-22,-1,-13
72666,3,-5,-19
72767,-3,-11,-16
72869,-2,-11,-16
72971,-2,-14,-15
73073,-8,-14,-15
73175,-2,-8,-17
73276,-4,-13,-14
73378,-2,-11,-15
73480,-2,-11,-15
73582,11,-9,-19
73684,-9,-9,-21
73785,-10,-11,-18
73887,-3,-10,-17
73989,-4,-10,-18
74091,-5,-7,-17
74193,-3,-11,-14
74295,-8,-8,-21
74396,-6,-11,-15
74498,-5,-10,-14
74600,-2,-9,-13
74702,-15,-7,-13
74804,-20,-14,-10
74905,-11,-15,-12
75008,-5,-9,-12
75110,-3,-9,-12
75212,1,-7,-10
75314,-2,-2,-13
75415,1,-5,-9
75517,-4,-8,-11
75619,-3,-10,-11
75721,5,-13,-13
75823,12,-7,-14
75924,-13,-9,-5
76026,-3,-9,-10
76128,-4,-8,-8
76230,-3,-9,-9
76331,-6,-10,-7
76433,1,-4,-7
76535,-5,-9,-8
76637,-4,-9,-9
76738,-4,-10,-9
76840,5,-6,-7
76942,-10,0,-15
77044,-3,-8,-10
77145,2,-9,-7
77247,-3,-8,-10
77349,-5,-8,-9
77450,-8,-8,-9
77552,-2,-11,-10
77654,-5,-7,-9
77756,-4,-8,-9
77857,-5,-9,-9
77959,-2,-9,-9
78061,-1,-9,-4
78163,10,-1,-11
78264,-15,-8,-10
78366,-4,-10,-8
78468,-5,-8,-8
78570,-4,-11,-9
78672,-4,-4,-2
78773,-6,-4,-9
78875,-3,-8,-7
78977,-3,-9,-8
79078,-3,-6,-8
79180,-6,-1,-1
79282,10,-21,-4
79384,-8,-12,-7
79485,-2,-8,-8
79587,-3,-7,-8
79689,-7,-10,-9
79791,-4,-7,-4
79892,0,-15,-6
79994,-4,-11,-9
80096,-4,-14,-8
80198,-3,-15,-9
80299,-1,-11,-9
80401,-2,-12,-16
80503,-9,-21,-11
80605,-2,-14,-9
80707,-3,-13,-8
80808,-3,-14,-9
80910,-1,-11,-8
81012,-12,-16,-8
81114,-2,-11,-9
81216,-2,-11,-8
81317,-3,-12,-8
81419,-2,-5,-10
81521,-13,-7,-8
81623,-12,-17,-8
81724,-4,-12,-8
81826,-4,-12,-9
81928,-4,-12,-8
82030,-3,-1,-7
82132,-3,-9,-9
82233,-4,-10,-9
82335,-4,-9,-7
82437,-4,-8,-6
82538,-6,-9,-10
82640,-3,-15,-7
82742,1,-22,-3
82844,-5,-9,-6
82945,-4,-8,-7
83047,-4,-8,-6
83149,-4,-9,-5
83250,-8,-12,-3
83352,-4,-6,-7
83454,-4,-7,-7
83557,-4,-9,-6
83658,-5,-3,-8
83759,-3,-12,-8
83861,-20,-15,0
83963,-4,-7,-4
84064,-4,-7,-5
84166,-3,-7,-5
84268,1,-7,-4
84369,1,-7,-3
84471,-20,-11,-6
84573,-2,-7,-4
84675,-3,-7,-5
84776,-3,-7,-4
84877,-3,-9,-4
84979,8,-12,-7
85080,2,2,1
85182,-13,-10,-5
85284,-4,-10,-5
85386,-2,-12,-4
85488,0,-8,-3
85590,1,-13,-8
85692,-2,-13,-4
85794,-1,-10,-4
85896,-2,-10,-4
85998,12,-12,-5
86099,-25,-10,-2
86201,3,-13,1
86303,1,-9,-3
86405,-1,-10,-4
86506,-2,-9,-8
86608,-10,-12,-12
