227,334,295,1
29332,-2,-14,7
29434,0,-10,11
29536,-83,-25,28
29638,0,-27,10
29740,-15,-18,7
29842,1,-20,12
29943,-3,-32,-8
30045,-35,-35,-13
30147,0,-19,1
30249,-6,-15,4
30352,-2,-12,-9
30454,-2,-16,-7
30555,6,-32,1
30657,-3,-7,24
30758,-11,-14,13
30859,-6,-15,17
30960,1,-21,8
31062,1,-22,10
31164,-32,-7,5
31266,35,-18,4
31368,9,-7,4
31470,-4,-16,17
31571,3,-16,15
31672,-2,-17,14
31774,-22,-20,8
31876,-2,-19,-7
31978,-20,-19,8
32080,-7,-17,11
32181,5,-17,-11
32283,4,-26,-23
32385,24,-20,18
32487,4,-5,0
32589,-6,-18,4
32690,-2,-13,4
32792,-1,-14,2
32894,-10,-3,-10
32997,18,-20,4
33099,-7,-17,10
33200,-5,-12,1
33302,-5,-16,12
33404,38,7,12
33506,74,4,-4
33608,5,-23,8
33710,4,-17,9
33812,-4,-13,12
33914,8,1,8
34016,21,-27,-14
34118,-8,-14,11
34220,0,-13,10
34321,-2,-11,10
34423,14,-4,23
34525,26,-37,32
34627,-24,-14,0
34729,-7,-17,7
34830,-7,-15,7
34931,7,-18,9
35033,4,-18,7
35134,27,-29,22
35236,3,-8,3
35337,-5,-23,23
35439,1,-14,7
35542,3,-14,13
35644,36,-18,-40
35746,13,19,-21
35848,3,-12,6
35950,-2,-16,6
36052,-2,-15,2
36155,-42,-18,-4
36257,-4,-24,-1
36359,-26,-14,0
36461,-3,-15,3
36563,2,-23,9
36664,0,-12,-23
36766,3,-27,10
36868,10,-4,2
36970,5,-14,11
37072,6,-14,11
37174,-11,-12,31
37276,-19,-20,9
37378,-12,-28,-11
37480,-5,-19,-3
37582,-14,-23,-7
37684,-4,-12,-19
37785,13,-15,-4
37888,6,-19,-17
37990,4,-10,-9
38091,-1,-14,2
38193,8,-17,-7
38295,23,-8,-3
38397,18,-6,11
38498,25,-14,-10
38600,1,-15,-6
38702,5,-14,-1
38804,-38,-30,-27
38906,3,-5,-18
39008,13,-19,-13
39110,10,-12,-10
39212,-2,-12,-9
39314,15,-14,3
39415,-17,-27,-8
39517,-19,-40,-26
39619,2,-15,-6
39721,-4,-13,-6
39822,-3,-11,-5
39923,11,-22,-3
40025,63,-8,-8
40127,-22,-13,13
40229,-1,-12,1
40331,-1,-15,2
40433,6,-12,-7
40535,-6,-3,-8
40637,-35,-27,-8
40739,-4,-16,9
40841,-4,-15,10
40943,7,-21,-16
41046,-46,-1,21
41148,-22,-17,16
41250,0,-13,16
41352,-5,-13,11
41453,4,-8,26
41555,-31,-51,-35
41657,14,-22,26
41759,-6,-15,8
41861,8,-17,10
41962,10,-16,18
42064,-55,-18,-17
42166,5,-12,41
42268,-7,-16,9
42370,-2,-13,15
42472,1,-13,16
42574,16,-32,10
42676,26,-16,-5
42778,-17,-21,9
42880,3,-17,8
42982,-1,-18,6
43083,6,-10,-30
43185,28,-3,-3
43287,-5,-28,22
43389,8,-18,10
43491,2,-15,14
43593,-3,-10,9
43695,41,-23,1
43797,31,-18,24
43899,2,-18,7
44000,0,-9,11
44102,-22,-12,21
44204,-1,5,6
44306,79,-39,22
44408,16,-14,11
44510,-1,-15,9
44612,3,-11,16
44715,-14,23,-1
44817,-21,-21,9
44919,-3,-16,6
45021,-8,-11,11
45123,-3,-12,5
45225,-1,2,-3
45326,119,71,-34
45428,-12,-13,16
45529,8,-15,12
45631,-8,-15,11
45733,8,-9,15
45835,23,-12,17
45937,-9,-9,9
46039,1,-16,6
46141,3,-16,14
46243,12,-12,9
46345,21,-1,-12
46447,26,-15,18
46550,7,-11,15
46652,-3,-17,12
46754,17,-20,12
46855,-21,-4,14
46957,-58,-15,26
47059,4,-16,9
47161,-4,-15,11
47262,-5,-14,18
47364,45,-20,2
47466,-52,-40,33
47568,1,-15,10
47670,-1,-14,11
47772,12,-11,10
47874,-16,-3,20
47976,12,-17,21
48078,3,-13,16
48180,9,-14,8
48282,0,-14,4
48384,6,-11,-4
48486,15,24,-15
