236,289,308,3
2449,244,291,283
2551,236,292,282
2653,245,296,284
2755,247,290,279
2857,244,293,280
2958,245,293,280
3060,236,289,282
3162,240,287,276
3264,246,292,279
3366,245,291,280
3468,245,293,282
3570,240,279,283
3672,246,298,282
3774,247,287,279
3876,246,293,283
3977,242,288,284
4079,245,288,284
4182,234,288,283
4284,241,289,283
4385,240,291,283
4487,244,289,283
4589,233,288,285
4691,241,294,283
4792,252,284,288
4894,246,292,283
4996,242,291,282
5098,245,291,283
5200,238,293,285
5302,250,294,283
5404,244,292,283
5506,243,291,285
5608,240,288,282
5710,264,293,280
5811,242,277,289
5913,245,288,282
6016,243,291,285
6118,245,293,285
6219,268,298,285
6321,257,293,280
6423,237,297,284
6525,248,291,283
6626,248,291,283
6728,241,292,279
6830,260,285,289
6932,248,281,279
7034,245,290,283
7136,243,290,285
7238,238,288,287
7340,240,282,285
7442,246,287,282
7544,241,289,284
7645,244,291,286
7747,241,294,282
7849,257,273,286
7952,242,297,295
8053,242,288,289
8155,242,289,288
8257,244,291,288
8359,238,289,289
8460,248,290,288
8562,249,290,289
8664,244,294,286
8766,243,291,285
8868,232,284,286
8970,234,305,287
9072,239,287,283
9174,249,291,288
9276,243,291,286
9378,246,292,290
9479,246,288,285
9581,245,294,288
9683,237,291,286
9785,244,293,291
9887,240,290,289
9989,260,285,290
10091,228,294,296
10193,239,287,291
10294,244,288,291
10396,241,290,291
10498,237,289,290
10600,232,299,291
10702,249,290,289
10803,241,291,292
10905,244,289,291
11008,243,289,289
11110,245,293,289
11212,233,293,292
11314,244,292,291
11416,250,290,289
11518,238,278,290
11621,245,294,290
11723,243,289,290
11824,245,292,289
11926,246,289,290
12028,228,291,292
12130,244,289,293
12231,240,286,287
12333,245,288,286
12435,246,292,290
12537,246,291,287
12638,240,291,293
12740,249,287,289
12843,245,291,292
12945,244,288,290
13046,242,286,290
13147,245,288,295
13249,248,292,294
13351,246,290,289
13453,243,289,291
13555,241,289,290
13657,242,289,292
13759,236,279,289
13861,240,284,290
13962,245,287,293
14064,243,289,291
14166,241,289,292
14268,255,301,298
14370,263,298,292
14472,238,290,291
14574,239,286,291
14675,241,287,293
14777,236,289,295
14879,248,284,292
14981,245,290,293
15083,240,288,296
15185,240,287,293
15286,240,288,297
15388,235,286,299
15490,239,278,303
15592,236,280,294
15694,241,283,294
15795,242,283,295
15897,243,286,292
16000,241,280,286
16102,245,285,289
16204,240,286,291
16306,244,286,289
16408,233,269,286
16510,254,297,291
16613,242,286,288
16715,244,287,289
16816,243,286,291
16918,246,287,292
17020,245,281,288
17122,242,284,288
17223,241,287,292
17325,241,288,290
17427,235,281,291
17529,234,269,293
17630,248,294,286
17732,240,288,291
17835,241,283,287
17937,232,286,290
18038,258,285,283
18139,245,286,289
18241,236,287,290
18343,237,283,289
18445,232,285,289
18547,226,283,288
18649,252,264,294
18751,238,284,289
18853,236,284,291
18954,236,279,290
19056,237,283,292
19158,239,281,291
19260,234,283,287
19362,236,279,293
19464,238,278,292
19566,228,278,291
19667,231,278,284
19769,240,283,286
19871,237,278,289
19973,237,276,287
20075,235,277,292
20177,242,279,291
20278,225,275,285
20380,239,280,287
20482,239,279,290
20584,239,279,288
20686,245,289,290
20787,255,283,282
20889,246,280,282
20992,234,280,286
21094,240,281,283
21196,244,287,283
21298,231,283,273
21400,235,280,277
21502,237,285,280
21605,239,287,276
21707,241,289,282
21808,244,290,282
21910,241,284,279
22012,241,287,279
22114,240,284,283
22215,241,288,281
22317,243,287,279
22419,241,286,270
